elavskode,matrnr,esr_ejdnr
21751,9v,1510052754
21751,9bf,1510049028
21751,9an,1510065937
21751,9ar,1510065945
21751,9x,1510052118
21751,8ft,1510053955
21751,8fu,1510053971
21751,8fv,1510054005
21751,9be,1510049044
21751,9am,1510065953
21751,8fx,1510054021
21751,9as,1510065961
21751,9y,1510052126
21751,9bd,1510049060
21751,9al,1510065988
21751,8gs,1510052061
21751,8df,1510062466
21751,8dz,1510046398
21751,8dy,1510046428
21751,8dx,1510046444
21751,7000e,0
21751,8cn,1510052010
21751,8co,1510052029
21751,8cp,1510068545
21751,9lx,1510052002
21751,8dd,1510052037
21751,8dc,1510062474
21751,9a,1510044026
21751,9hø,1510052002
21751,8de,1510062458
21751,8dæ,1510046371
21751,8dø,1510046401
21751,8ea,1510046436
21751,8eu,1510052053
21751,8et,1510055540
21751,8es,1510055567
21751,9cæ,1510052770
21751,9cz,1510052789
21751,9cy,1510000258
21751,9hæ,1510052045
21751,9n,1510052797
21751,8ev,1510055524
21751,9m,1510052800
21751,8ex,1510055532
21751,8ey,1510055559
21751,9l,1510052819
21751,8ez,1510055575
21751,9k,1510052827
21751,9km,1510122701
21751,9iø,1510122574
21751,9kn,1510122728
21751,9ka,1510122582
21751,9ko,1510122736
21751,9kb,1510122590
21751,9kp,1510122744
21751,9kq,1510122752
21751,9kc,1510122604
21751,9kr,1510122760
21751,9ks,1510122779
21751,9kd,1510122612
21751,9ke,1510122620
21751,9kt,1510122787
21751,9ku,1510122795
21751,9kv,1510122809
21751,9kf,1510122639
21751,9kx,1510122817
21751,9ky,1510122825
21751,9kg,1510122647
21751,9kh,1510122655
21751,9kæ,1510122841
21751,9kø,1510122868
21751,9la,1510122876
21751,9lb,1510122884
21751,9lc,1510122892
21751,9ld,1510122906
21751,9le,1510122914
21751,10kf,1510120180
21751,9ic,1510121063
21751,9av,1510066046
21751,7000v,0
21751,9at,1510065996
21751,8gr,1510058191
21751,9z,1510052134
21751,8gq,1510058213
21751,8gp,1510058248
21751,9bc,1510049087
21751,8go,1510058264
21751,9ak,1510066003
21751,9au,1510066011
21751,9æ,1510052142
21751,9bb,1510049109
21751,9ai,1510066038
21751,9ø,1510052150
21751,8gt,1510058175
21751,8gu,1510058183
21751,9ba,1510049125
21751,9ah,1510066054
21751,8gv,1510058205
21751,8gx,1510058221
21751,8gy,1510058256
21751,9ax,1510066062
21751,8gz,1510058272
21751,9aa,1510052169
21751,9aø,1510049141
21751,9ag,1510066070
21751,9ay,1510066089
21751,9ab,1510052177
21751,8hy,1510052088
21751,8hx,1510047084
21751,8hv,1510047106
21751,23o,1510057217
21751,26t,1510044654
21751,26s,1510044646
21751,23bg,1510057187
21751,26ag,1510044611
21751,26y,1510045030
21751,26z,1510045014
21751,26ad,1510044999
21751,26ae,1510044972
21751,12r,1510044980
21751,26ø,1510044956
21751,26r,1510050816
21751,12q,1510044964
21751,12p,1510044948
21751,12o,1510044913
21751,26æ,1510044921
21751,26aa,1510044905
21751,26c,1510044905
21751,12ac,1510044891
21751,60e,1510086853
21751,60b,1510138802
21751,60g,1510148387
21751,7000ae,0
21751,64,1510142664
21751,11u,1510044255
21751,12dv,1510049516
21751,11ag,1510044255
21751,11t,1510044255
21751,11m,1510044182
21751,7000f,0
21751,11h,1510044174
21751,11ak,1510044263
21751,7000ba,0
21751,7000aø,0
21751,9id,1510122329
21751,9ie,1510122337
21751,9if,1510122345
21751,9ig,1510122353
21751,9ih,1510122361
21751,9ii,1510122388
21751,9ik,1510122396
21751,9il,1510122418
21751,9ir,1510122477
21751,9im,1510122426
21751,9is,1510122485
21751,9it,1510122493
21751,9in,1510122434
21751,9io,1510122442
21751,9ip,1510122450
21751,9iu,1510122507
21751,9iq,1510122469
21751,9iv,1510122515
21751,10kc,1510120156
21751,9ix,1510122523
21751,9iy,1510122531
21751,9iz,1510122558
21751,9iæ,1510122566
21751,9ki,1510122663
21751,9kk,1510122671
21751,9kl,1510122698
21751,10ke,1510120172
21751,10kd,1510120164
21751,23bl,1510066585
21751,13eø,1510066771
21751,13fa,1510066739
21751,13gr,1510066747
21751,23be,1510066593
21751,23bn,1510129781
21751,23am,1510057330
21751,23ak,1510057268
21751,13gq,1510066755
21751,23ay,1510066615
21751,13s,1510044352
21751,23bd,1510057314
21751,13gn,1510066763
21751,23az,1510066623
21751,23aæ,1510057292
21751,23aø,1510057276
21751,23au,1510066658
21751,23ba,1510057241
21751,23bb,1510057225
21751,13gi,1510066798
21751,23i,1510066674
21751,23h,1510050824
21751,23ap,1510050859
21751,13gk,1510066801
21751,13m,1510044344
21751,23an,1510050875
21751,13gp,1510066828
21751,23c,1510066690
21751,23d,1510050832
21751,23b,1510050840
21751,23ar,1510050867
21751,9aæ,1510049176
21751,9af,1510066097
21751,9az,1510066100
21751,9ac,1510052185
21751,9ae,1510066119
21751,9ad,1510052193
21751,9dk,1510070248
21751,9di,1510070256
21751,9dh,1510000266
21751,9dg,1510070264
21751,9df,1510070272
21751,9de,1510070280
21751,9dd,1510070299
21751,9ei,1510063179
21751,9eh,1510063160
21751,9eg,1510063144
21751,9ef,1510063128
21751,9ee,1510063098
21751,9ed,1510063071
21751,8ky,1510066968
21751,9gd,1510065902
21751,9gx,1510063152
21751,9gv,1510063136
21751,9gu,1510063101
21751,9gt,1510065686
21751,8kz,1510066984
21751,9gy,1510065791
21751,9hb,1510065694
21751,9gs,1510065708
21751,8kæ,1510067018
21751,9gz,1510065775
21751,9fo,1510055095
21751,9hh,1510054951
21751,9hg,1510054986
21751,9he,1510063241
21751,9hi,1510054935
21751,9hf,1510055001
21751,9fx,1510054994
21751,9hd,1510063225
21751,9hk,1510054919
21751,9hl,1510054897
21751,9fy,1510054978
21751,9en,1510063233
21751,9hm,1510054870
21751,9hc,1510063217
21751,9fz,1510054943
21751,9em,1510049184
21751,9fæ,1510054927
21751,9fø,1510054900
21751,9ga,1510054889
21751,9gb,1510054862
21751,9el,1510063209
21751,9gc,1510063187
21751,9gf,1510065880
21751,9gg,1510065872
21751,9gh,1510065864
21751,9ge,1510065899
21751,9gi,1510065856
21751,9ek,1510063195
21751,24bp,1510057616
21751,24bo,1510057659
21751,24bf,1510066402
21751,24bq,1510057594
21751,24bm,1510057713
21751,24bn,1510057675
21751,24cp,1510066437
21751,24bx,1510057675
21751,24br,1510057578
21751,24by,1510057578
21751,24ø,1510066429
21751,24cq,1510057721
21751,24ca,1510057535
21751,24e,1510066453
21751,24bb,1510057519
21751,24cr,1510066461
21751,24bø,1510057462
21751,24ba,1510057497
21751,24ac,1510066496
21751,24ap,1510057470
21751,24bi,1510066518
21751,24ao,1510057454
21751,24al,1510066526
21751,24ax,1510057438
21751,24ak,1510066534
21751,24av,1510057403
21751,24ai,1510066542
21751,24au,1510057373
21751,24ah,1510066569
21751,24at,1510057357
21751,23al,1510044506
21751,25ai,1510061680
21751,25r,1510061486
21751,25æ,1510061567
21751,24bc,1510057411
21751,26k,1510044638
21751,25am,1510061508
21751,26af,1510050808
21751,26ac,1510044581
21751,24ar,1510057381
21751,25y,1510061583
21751,25h,1510044662
21751,10k,1510052258
21751,25s,1510061532
21751,24aq,1510057365
21751,59,1510133282
21751,25ao,1510061516
21751,25g,1510044689
21751,24ay,1510057349
21751,25an,1510061613
21751,26h,1510044689
21751,24az,1510057322
21751,25f,1510061559
21751,25aq,1510050794
21751,25x,1510061648
21751,25e,1510044700
21751,24aæ,1510057306
21751,10ag,1510055265
21751,26f,1510044700
21751,25ak,1510061664
21751,25t,1510061575
21751,24aø,1510057284
21751,26u,1510044670
21751,25d,1510044727
21751,25u,1510061591
21751,10p,1510053505
21751,10ae,1510055222
21751,10al,1510055427
21751,10ø,1510055257
21751,10af,1510055249
21751,10v,1510052274
21751,10am,1510055443
21751,10aa,1510055273
21751,10an,1510055478
21751,10l,1510052266
21751,10q,1510052282
21751,10ao,1510055494
21751,10ah,1510055281
21751,10r,1510052436
21751,11at,1510044204
21751,10x,1510052290
21751,10ap,1510055516
21751,10y,1510052304
21751,10ax,1510055486
21751,10ab,1510052312
21751,10ac,1510052436
21751,10ay,1510055508
21751,10ai,1510052320
21751,10ak,1510052339
21751,10aq,1510052355
21751,10ar,1510052371
21751,10as,1510052436
21751,10az,1510052401
21751,10aæ,1510052444
21751,7000ai,0
21751,10iæ,1510000282
21751,10a,1510049192
21751,13io,1510064043
21751,10be,1510052460
21751,13ip,1510064078
21751,13it,1510063853
21751,13is,1510063837
21751,13in,1510064027
21751,11ar,1510138853
21751,13im,1510064000
21751,13il,1510063985
21751,12bv,1510049745
21751,11au,1510044204
21751,11an,1510044204
21751,11aa,1510044239
21751,7000g,0
21751,11x,1510044204
21751,7000ax,0
21751,11ab,1510060994
21751,11av,1510044247
21751,11al,1510043534
21751,11ap,1510044123
21751,11e,1510044123
21751,11ad,1510044123
21751,11ac,1510044247
21751,9cl,1510067670
21751,11ao,1510138853
21751,60f,1510149081
21751,60h,1510148387
21751,11aq,1510044166
21751,60a,1510086853
21751,11f,1510044166
21751,7000x,0
21751,60c,1510148387
21751,7000n,0
21751,9cr,1510070086
21751,10hg,1510069843
21751,9cq,1510070094
21751,10bt,1510052533
21751,9cp,1510070108
21751,9ce,1510052568
21751,9cn,1510067719
21751,9cd,1510052592
21751,9cm,1510067697
21751,9ck,1510067654
21751,9cv,1510000258
21751,9ci,1510067638
21751,9ch,1510067603
21751,9cg,1510067573
21751,9cf,1510067557
21751,9cc,1510052614
21751,9bv,1510067700
21751,9bx,1510067689
21751,9by,1510067662
21751,9bz,1510067646
21751,9bæ,1510067611
21751,9bø,1510067581
21751,9ca,1510067565
21751,9bq,1510049117
21751,9cb,1510052630
21751,9bp,1510049095
21751,9bo,1510049079
21751,9bn,1510049052
21751,9bm,1510049036
21751,9bl,1510049001
21751,9bu,1510067727
21751,9co,1510067735
21751,9br,1510049133
21751,10fh,1510061893
21751,9bt,1510067743
21751,9dx,1510070116
21751,10fg,1510061915
21751,9dv,1510070124
21751,9bs,1510049168
21751,9du,1510070132
21751,9dt,1510070140
21751,9ds,1510070159
21751,10ff,1510061931
21751,9dr,1510070167
21751,9dq,1510070175
21751,9dp,1510070183
21751,9ev,1510063381
21751,9ex,1510063411
21751,9do,1510070191
21751,9eu,1510063365
21751,9ey,1510063446
21751,9dn,1510070205
21751,9et,1510063349
21751,9dm,1510070213
21751,9es,1510063322
21751,9er,1510063306
21751,9dl,1510070221
21751,9eq,1510063292
21751,9ez,1510063462
21751,9ep,1510063276
21751,9eo,1510063268
21751,10bh,1510051553
21751,10bd,1510051626
21751,10gø,1510067484
21751,10bi,1510051588
21751,10ha,1510067492
21751,10bk,1510052347
21751,10bm,1510052363
21751,10hb,1510067506
21751,10bn,1510052398
21751,10bf,1510052487
21751,10cb,1510049192
21751,10bl,1510052509
21751,10bo,1510052428
21751,10bø,1510052525
21751,10bp,1510052452
21751,10bæ,1510052541
21751,10bq,1510052479
21751,10bz,1510052576
21751,10br,1510052495
21751,10by,1510052584
21751,10bs,1510052517
21751,10bx,1510052606
21751,10bv,1510052622
21751,10bu,1510052649
21751,9lv,1510052002
21751,9u,1510052665
21751,9t,1510052681
21751,9db,1510052711
21751,9da,1510052746
21751,9cø,1510052762
21751,25ah,1510069266
21751,24cb,1510057586
21751,24k,1510069215
21751,25af,1510061397
21751,24ce,1510057551
21751,25ar,1510061370
21751,25ae,1510061427
21751,24bv,1510057543
21751,26n,1510069274
21751,25n,1510061389
21751,25ad,1510061443
21751,24bu,1510057527
21751,25m,1510069274
21751,25o,1510061400
21751,24bt,1510057500
21751,26ab,1510069282
21751,25ac,1510061478
21751,25at,1510061419
21751,24bs,1510057489
21751,26m,1510044573
21751,25ab,1510061494
21751,25as,1510061435
21751,25aa,1510061524
21751,26l,1510044603
21751,25q,1510061451
21751,26o,1510044557
21751,25ø,1510061540
21751,26ai,1510123449
21751,24bd,1510057446
21751,26q,1510069290
21751,26p,1510044565
21751,13gø,1510063667
21751,12bn,1510065643
21751,13if,1510063942
21751,12bo,1510065651
21751,13ik,1510063969
21751,12bp,1510065678
21751,12bq,1510065155
21751,12br,1510049796
21751,12bs,1510049788
21751,12bt,1510049761
21751,12bu,1510049753
21751,12cq,1510049680
21751,12bx,1510049737
21751,12cp,1510049664
21751,12by,1510049729
21751,12co,1510049648
21751,12bz,1510049710
21751,12bæ,1510049699
21751,12bø,1510049672
21751,12ca,1510049656
21751,12cb,1510049621
21751,7000ab,0
21751,12m,1510069207
21751,11p,1510138853
21751,24f,1510069177
21751,24n,1510069177
21751,24m,1510069193
21751,24l,1510069223
21751,25ag,1510069258
21751,24cc,1510057608
21751,1a,1510069231
21751,7000d,0
21751,9eø,1510063519
21751,9fb,1510063543
21751,9eæ,1510063489
21751,9fc,1510063551
21751,9fd,1510063578
21751,8ob,1510149843
21751,9fe,1510063586
21751,9hr,1510063403
21751,9hs,1510063438
21751,9hq,1510063373
21751,9hp,1510063357
21751,9ho,1510063330
21751,9ff,1510063594
21751,9ht,1510063454
21751,9hu,1510063470
21751,9hv,1510063500
21751,9fg,1510063608
21751,9hx,1510063527
21751,9hn,1510063314
21751,9fh,1510063616
21751,9fi,1510063624
21751,9fk,1510063632
21751,9fm,1510063659
21751,9fl,1510063640
21751,9fr,1510055060
21751,9fn,1510063284
21751,9fq,1510055079
21751,9fp,1510055087
21751,13cs,1510044387
21751,24ab,1510066305
21751,13co,1510064582
21751,13gl,1510066399
21751,24ae,1510069061
21751,24r,1510069096
21751,13kx,1510064620
21751,24q,1510069126
21751,13cf,1510064604
21751,13ae,1510066410
21751,24af,1510066356
21751,24p,1510069142
21751,24o,1510069150
21751,13lc,1510123368
21751,13mq,1510123341
21751,24t,1510066321
21751,24v,1510066364
21751,13mp,1510123112
21751,13x,1510066445
21751,13ao,1510044379
21751,24co,1510057683
21751,24ch,1510057667
21751,24am,1510057640
21751,24x,1510066372
21751,24cd,1510057624
21751,24ck,1510057691
21751,13ec,1510066488
21751,24bk,1510066380
21751,24cl,1510057632
21751,24bl,1510057705
21751,13eb,1510061052
21751,10ia,1510069347
21751,10eo,1510056326
21751,10id,1510067425
21751,10hø,1510069320
21751,10ib,1510069363
21751,10hæ,1510069339
21751,10ep,1510061885
21751,10ic,1510069398
21751,10hz,1510069355
21751,10hp,1510069711
21751,10hy,1510069371
21751,10hq,1510069746
21751,10hx,1510069401
21751,10hr,1510069762
21751,10hv,1510069428
21751,10hs,1510069789
21751,10hc,1510067514
21751,10ht,1510069800
21751,10ho,1510069703
21751,10hu,1510069827
21751,10hn,1510069738
21751,10hd,1510067522
21751,10hm,1510069754
21751,9ct,1510070043
21751,10hl,1510069770
21751,10he,1510067530
21751,10hk,1510069797
21751,9cs,1510070078
21751,10hi,1510069819
21751,10ev,1510062016
21751,10hf,1510067549
21751,10hh,1510069835
21751,10ed,1510056393
21751,10eg,1510056466
21751,10ey,1510056660
21751,10eh,1510056458
21751,10ec,1510056377
21751,10ez,1510056679
21751,10ei,1510056423
21751,10eb,1510056350
21751,10ek,1510056407
21751,10ex,1510062032
21751,17d,1510053300
21751,10eæ,1510056687
21751,10el,1510056385
21751,10cc,1510044085
21751,10eu,1510061990
21751,10em,1510056369
21751,10et,1510061974
21751,10en,1510056342
21751,10eø,1510062059
21751,10es,1510061958
21751,10fa,1510062040
21751,10er,1510061923
21751,10fb,1510062024
21751,10eq,1510061907
21751,10fc,1510062008
21751,10fd,1510061982
21751,10fi,1510149843
21751,10fe,1510061966
21751,9fa,1510063535
21751,8d,1510149843
21751,12dr,1510065015
21751,12cl,1510049583
21751,12ba,1510065406
21751,12cz,1510061249
21751,12ds,1510065007
21751,12ec,1510065392
21751,12ck,1510049567
21751,12da,1510065376
21751,12dt,1510064973
21751,12cc,1510049605
21751,12cø,1510065341
21751,12do,1510065082
21751,12aø,1510065457
21751,12cd,1510049591
21751,12ci,1510064981
21751,12cæ,1510065325
21751,12aæ,1510065430
21751,12az,1510065414
21751,12ce,1510049575
21751,12ay,1510065384
21751,12ax,1510065368
21751,12cf,1510049559
21751,12av,1510065333
21751,12af,1510069088
21751,12ae,1510069118
21751,12au,1510065317
21751,12an,1510065562
21751,12cg,1510064965
21751,12b,1510069134
21751,12ch,1510064957
21751,12h,1510069169
21751,12i,1510069185
21751,12n,1510064949
21751,13y,1510066186
21751,12ap,1510065589
21751,13ar,1510068138
21751,13ø,1510066194
21751,12ao,1510065570
21751,13aa,1510066208
21751,13as,1510068146
21751,13lf,1510068111
21751,13an,1510066208
21751,7000s,0
21751,12am,1510066224
21751,12al,1510066240
21751,13ba,1510068103
21751,13bb,1510068073
21751,13ab,1510066216
21751,12ak,1510065511
21751,13ah,1510066259
21751,12el,1510044301
21751,13ag,1510066267
21751,13ck,1510067778
21751,13af,1510066275
21751,13ad,1510066283
21751,13ch,1510067786
21751,13ci,1510067751
21751,13fg,1510066291
21751,12k,1510069053
21751,13gm,1510066291
21751,13cr,1510066291
21751,13cg,1510064590
21751,13fh,1510066291
21751,10ci,1510051367
21751,10co,1510051103
21751,10du,1510053157
21751,10dq,1510051146
21751,10ck,1510051383
21751,10dt,1510053130
21751,10cn,1510051073
21751,10dr,1510051111
21751,10cl,1510051405
21751,10ds,1510053114
21751,10ih,1510051081
21751,10cm,1510051057
21751,10il,1510053092
21751,10dæ,1510053149
21751,10ii,1510051065
21751,10im,1510053122
21751,10gu,1510070019
21751,10ik,1510070051
21751,10in,1510053106
21751,10gv,1510067417
21751,10iy,1510067387
21751,10ea,1510056334
21751,10io,1510053084
21751,10gx,1510067433
21751,10ka,1510085652
21751,10iz,1510067395
21751,10dø,1510056318
21751,10iø,1510085644
21751,10ie,1510067409
21751,10kb,1510070035
21751,10if,1510070035
21751,11as,1510044204
21751,10i,1510052223
21751,10h,1510052231
21751,10ix,1510053416
21751,10f,1510053424
21751,10g,1510053432
21751,10ip,1510053416
21751,10o,1510053491
21751,10n,1510053475
21751,10iq,1510053408
21751,10m,1510053459
21751,10is,1510069967
21751,10iv,1510053386
21751,10iu,1510053378
21751,10ir,1510053343
21751,10u,1510053483
21751,7000k,0
21751,12dk,1510065147
21751,12bh,1510065538
21751,12df,1510061354
21751,12cs,1510065139
21751,12dc,1510061346
21751,12dm,1510065120
21751,12bg,1510065503
21751,12ct,1510065112
21751,12dg,1510061338
21751,12cr,1510049702
21751,12dd,1510061311
21751,12dn,1510065104
21751,12bf,1510065473
21751,12cu,1510065090
21751,12dh,1510061303
21751,12de,1510061281
21751,12be,1510065465
21751,12cv,1510065074
21751,12cn,1510049613
21751,12dp,1510065066
21751,12bd,1510065449
21751,12di,1510061273
21751,12eb,1510061265
21751,12cx,1510065058
21751,12cm,1510049540
21751,12dq,1510065031
21751,12bc,1510065422
21751,12dl,1510061257
21751,12ea,1510061230
21751,12cy,1510065023
21751,13dp,1510070434
21751,13dv,1510070566
21751,13dk,1510053548
21751,13do,1510070450
21751,13dl,1510053564
21751,13du,1510070582
21751,13cu,1510070477
21751,13dm,1510053580
21751,13ds,1510053521
21751,13dx,1510070604
21751,13dn,1510061125
21751,13lq,1510070493
21751,13dy,1510070620
21751,13dt,1510053556
21751,13dz,1510061109
21751,13cv,1510053572
21751,13db,1510053610
21751,13dc,1510070507
21751,13v,1510061222
21751,13ka,1510061214
21751,13kb,1510061206
21751,13kc,1510061192
21751,13kd,1510061184
21751,13ke,1510061176
21751,13kf,1510061168
21751,13cx,1510053599
21751,13da,1510053637
21751,13dd,1510070523
21751,13mn,1510085865
21751,13r,1510070647
21751,7000q,0
21751,13lh,1510053645
21751,13lg,1510053661
21751,65u,1510149257
21751,65t,1510149256
21751,65s,1510149255
21751,65r,1510149254
21751,65q,1510149253
21751,65p,1510149252
21751,65o,1510149251
21751,65v,1510149258
21751,65n,1510149250
21751,65m,1510149249
21751,65l,1510149248
21751,65x,1510149259
21751,65y,1510149260
21751,65k,1510149247
21751,65z,1510149261
21751,13ks,1510069940
21751,13kr,1510069932
21751,65æ,1510149262
21751,65i,1510149246
21751,65ø,1510149263
21751,65h,1510149245
21751,65aa,1510149264
21751,65g,1510149244
21751,65ab,1510149265
21751,65f,1510149243
21751,65e,1510149242
21751,13eq,1510059317
21751,13er,1510059309
21751,65a,1510149080
21751,13mm,1510085857
21751,13mi,1510085822
21751,13cø,1510053653
21751,13cq,1510143164
21751,13mh,1510085814
21751,13de,1510070558
21751,13lz,1510066550
21751,13eg,1510070663
21751,13cæ,1510053688
21751,13df,1510070574
21751,13ef,1510070671
21751,13li,1510053696
21751,13lo,1510070590
21751,13lk,1510053718
21751,13hm,1510070701
21751,13ln,1510070612
21751,13hl,1510070728
21751,13ll,1510053726
21751,13lm,1510070639
21751,13mb,1510000096
21751,13ma,1510000088
21751,13lø,1510000061
21751,13kq,1510069924
21751,13æ,1510069916
21751,13mt,1510129544
21751,13fe,1510069908
21751,13fd,1510069894
21751,13fc,1510069886
21751,13fb,1510069878
21751,13eu,1510070655
21751,13es,1510059287
21751,13bo,1510067964
21751,13dh,1510067980
21751,13dr,1510068006
21751,13dg,1510068065
21751,13dq,1510068022
21751,13læ,1510068049
21751,13cy,1510053602
21751,13cz,1510053629
21751,13mv,1510136222
21751,13mx,1510148158
21751,13lp,1510147321
21751,13bg,1510067948
21751,13bh,1510067956
21751,13bi,1510067972
21751,13bk,1510067999
21751,13bl,1510068014
21751,13bm,1510068030
21751,13lr,1510064744
21751,13bn,1510068057
21751,13a,1510070329
21751,13fi,1510070337
21751,13cd,1510067883
21751,13cc,1510067859
21751,13fk,1510070353
21751,13cb,1510067832
21751,13ca,1510067808
21751,13fl,1510070388
21751,13fm,1510070418
21751,13bæ,1510067905
21751,13lv,1510070345
21751,13bø,1510070361
21751,13fn,1510070426
21751,13fo,1510070442
21751,13fp,1510070469
21751,13bz,1510067921
21751,13fq,1510070485
21751,13by,1510064701
21751,13bx,1510064671
21751,13bv,1510064655
21751,13bu,1510064647
21751,13bt,1510070396
21751,13fr,1510064612
21751,13kz,1510070515
21751,13bp,1510064736
21751,13bq,1510064728
21751,13br,1510064698
21751,13bs,1510064663
21751,13ky,1510070531
21751,13ce,1510064639
21751,13di,1510053513
21751,13ax,1510068235
21751,13kp,1510068227
21751,13ap,1510068219
21751,13av,1510068200
21751,13au,1510068189
21751,13at,1510068162
21751,13ii,1510067891
21751,13cp,1510067875
21751,13ay,1510068197
21751,13az,1510068170
21751,13aæ,1510068154
21751,13aø,1510070302
21751,13ih,1510067875
21751,13be,1510067867
21751,13bd,1510067840
21751,13ig,1510067891
21751,13bc,1510067824
21751,13ld,1510067816
21751,13cm,1510070310
21751,13cl,1510067794
21751,13bf,1510067913
21751,13la,1510069304
21751,13l,1510068219
21751,13lb,1510069312
21751,8iæ,1510069959
21751,10t,1510053467
21751,10s,1510053440
21751,10fn,1510053394
21751,10fo,1510053351
21751,10æ,1510055230
21751,10z,1510055214
21751,10fr,1510055192
21751,10fs,1510055168
21751,10ad,1510055206
21751,10fv,1510055184
21751,10fx,1510055176
21751,10fø,1510055400
21751,10ga,1510055397
21751,10gb,1510055362
21751,17ao,1510119387
21751,17s,1510051731
21751,17t,1510051766
21751,17u,1510051782
21751,17v,1510051790
21751,17l,1510051758
21751,17x,1510051804
21751,17aq,1510119395
21751,17m,1510051774
21751,17y,1510051812
21751,17z,1510051820
21751,10cz,1510056520
21751,10cæ,1510056547
21751,10cø,1510056563
21751,10da,1510056571
21751,10db,1510056598
21751,10dc,1510056601
21751,10dk,1510056512
21751,10dd,1510056628
21751,10di,1510056539
21751,10dx,1510053203
21751,10de,1510056636
21751,17e,1510053300
21751,10dh,1510056555
21751,56d,1510122124
21751,10dy,1510053181
21751,10df,1510056644
21751,10ef,1510056431
21751,10dz,1510053165
21751,10dg,1510056652
21751,10ee,1510056415
21751,10it,1510053327
21751,8iz,1510052916
21751,8iø,1510052932
21751,8ka,1510052959
21751,10fp,1510053335
21751,8kb,1510052975
21751,10fq,1510053319
21751,8io,1510052924
21751,8ip,1510052940
21751,10ft,1510055133
21751,7000ak,0
21751,8iq,1510052967
21751,10fu,1510055117
21751,8av,1510069975
21751,8ir,1510052983
21751,8is,1510053009
21751,8it,1510053025
21751,8ax,1510049818
21751,8ay,1510049834
21751,10fy,1510055141
21751,8az,1510049850
21751,10fz,1510055125
21751,8aæ,1510049877
21751,10fæ,1510055109
21751,8aø,1510049893
21751,8as,1510049826
21751,8ba,1510049915
21751,8ar,1510069983
21751,8ao,1510049842
21751,8an,1510049869
21751,8am,1510049885
21751,8iy,1510069991
21751,8al,1510049907
21751,8ak,1510049923
21751,8ap,1510064752
21751,8ai,1510049958
21751,8af,1510064779
21751,8ae,1510064795
21751,8ad,1510064817
21751,8z,1510064760
21751,8ac,1510064833
21751,8ab,1510064868
21751,8aa,1510064884
21751,8y,1510070000
21751,8ø,1510064906
21751,8u,1510064787
21751,8t,1510064809
21751,8x,1510070027
21751,8s,1510064825
21751,8r,1510064841
21751,8q,1510064876
21751,8m,1510051391
21751,8p,1510064892
21751,8l,1510051375
21751,8o,1510064914
21751,8k,1510051359
21751,8n,1510064930
21751,8i,1510051332
21751,8oc,1510043984
21751,17h,1510051685
21751,8f,1510051243
21751,17i,1510051707
21751,8g,1510051278
21751,10ca,1510051235
21751,17k,1510051723
21751,10cu,1510051227
21751,8h,1510051294
21751,10cd,1510051251
21751,10ct,1510051219
21751,8at,1510051316
21751,10cv,1510056474
21751,10ce,1510051286
21751,10cx,1510056482
21751,10cy,1510056504
21751,10cs,1510051197
21751,10cf,1510051308
21751,10cr,1510051170
21751,10cg,1510051324
21751,10dm,1510051200
21751,10cq,1510051154
21751,10dl,1510056490
21751,10ch,1510051340
21751,10do,1510051189
21751,10cp,1510051138
21751,10dv,1510053173
21751,10dp,1510051162
21751,50,1630051737
21751,13h,1510066151
21751,13d,1510066127
21751,12aq,1510065597
21751,12ar,1510066178
21751,12bb,1510044301
21751,12as,1510065600
21751,13gs,1510066135
21751,12at,1510066143
21751,13gt,1510063675
21751,12bk,1510065619
21751,13gu,1510063691
21751,12bi,1510065546
21751,12bl,1510065627
21751,12db,1510065554
21751,12bm,1510065635
21751,13iy,1510063713
21751,13ha,1510063683
21751,13gv,1510063756
21751,13lt,1510043569
21751,13hq,1510065260
21751,13hi,1510065236
21751,13hø,1510064558
21751,13ie,1510064426
21751,13ix,1510063934
21751,13hn,1510065228
21751,13hh,1510065201
21751,13id,1510064442
21751,13hp,1510065198
21751,13hæ,1510064566
21751,13iv,1510063918
21751,13ic,1510064469
21751,13hg,1510065171
21751,13iu,1510063888
21751,13hz,1510064574
21751,13hb,1510063705
21751,13hc,1510063721
21751,13hd,1510063748
21751,13ib,1510064485
21751,13he,1510063764
21751,13hf,1510063780
21751,13hy,1510063802
21751,13ia,1510063829
21751,13gx,1510063772
21751,13gy,1510063799
21751,13gz,1510063810
21751,13gæ,1510065163
21751,13ht,1510063845
21751,13hu,1510063861
21751,13hv,1510063896
21751,13hx,1510063926
21751,14dk,1510149854
21751,14ch,1510070825
21751,14cp,1510069045
21751,14df,1510142842
21751,14cl,1510070957
21751,14ci,1510070841
21751,14dd,1510139612
21751,14bæ,1510070809
21751,14bu,1510070949
21751,9c,1510069576
21751,14ca,1510070833
21751,14cb,1510070868
21751,14dc,1510138950
21751,14da,1510129889
21751,14aæ,1510064175
21751,14db,1510134866
21751,14cf,1510070930
21751,9d,1510044034
21751,14bp,1510070922
21751,2cn,1510069495
21751,9lu,1510136052
21751,2cs,1510069584
21751,2cm,1510069479
21751,2cr,1510069568
21751,2cq,1510069541
21751,14bv,1510062296
21751,14cr,1510062350
21751,14bx,1510062326
21751,14bh,1510062288
21751,7000af,0
21751,9eb,1510136052
21751,14ak,1510064132
21751,14ap,1510064299
21751,14bz,1510062393
21751,14ai,1510064116
21751,14by,1510062377
21751,14ao,1510064272
