elavskode,matrnr,esr_ejdnr
20151,9eg,1510041809
20151,9ft,1510041787
20151,9u,1510020305
20151,9fx,1510013376
20151,9fk,1510013384
20151,9fu,1510041760
20151,10cu,1510041779
20151,9fv,1510041744
20151,10ct,1510041752
20151,10cv,1510013392
20151,10cx,1510013414
20151,10cs,1510041736
20151,9z,1510019625
20151,10cq,1510032532
20151,10cp,1510032559
20151,9er,1510042023
20151,9go,1510013740
20151,164,1510013740
20151,9eq,1510042007
20151,9eæ,1510013627
20151,9gn,1510013732
20151,165,1510013732
20151,9eø,1510013600
20151,9gm,1510013724
20151,166,1510013724
20151,9fa,1510013589
20151,167,1510013716
20151,9gl,1510013716
20151,9fb,1510013562
20151,9gk,1510013708
20151,9fc,1510013546
20151,9gi,1510013686
20151,9fd,1510013511
20151,10df,1510013651
20151,9fe,1510013481
20151,10cg,1510013635
20151,9ff,1510013465
20151,10cf,1510013619
20151,10em,1510001009
20151,9fg,1510013449
20151,10ce,1510013597
20151,10fc,1510001009
20151,9fh,1510013422
20151,10cd,1510013570
20151,10eø,1510017061
20151,10ez,1510017061
20151,9su,1510019897
20151,9st,1510019889
20151,9lc,1510031293
20151,9gt,1510031390
20151,9gu,1510031412
20151,9gv,1510031439
20151,9ih,1510031455
20151,9dd,1510019854
20151,9dz,1510041965
20151,7000av,0
20151,9dæ,1510041949
20151,9næ,1510031552
20151,9iq,1510031307
20151,9ep,1510041973
20151,9nz,1510031544
20151,9dø,1510041922
20151,9ny,1510031536
20151,9eo,1510041957
20151,9oa,1510031463
20151,9nø,1510031471
20151,9gz,1510031404
20151,9nx,1510031528
20151,9gy,1510031420
20151,9gx,1510031447
20151,9ea,1510041906
20151,9en,1510041930
20151,9nv,1510031501
20151,9cø,1510000878
20151,9nu,1510031498
20151,9eb,1510041884
20151,9em,1510041914
20151,9kk,1510028527
20151,18ay,1510011772
20151,18as,1510035736
20151,18ax,1510011799
20151,18ai,1510035752
20151,18ap,1510035744
20151,17el,1510011802
20151,17ee,1510035760
20151,17em,1510011837
20151,17eg,1510035787
20151,17ek,1510035795
20151,17ey,1510011853
20151,7000bk,0
20151,9ns,1510014852
20151,9ix,1510019900
20151,9ou,1510014879
20151,9dy,1510041981
20151,9dx,1510042015
20151,9dv,1510042031
20151,9kq,1510042058
20151,9mk,1510014801
20151,9mi,1510014852
20151,9kt,1510042066
20151,9ti,1510133304
20151,9ks,1510017983
20151,9op,1510042066
20151,9ku,1510042104
20151,9kv,1510017991
20151,9kx,1510018009
20151,9ky,1510018017
20151,9oy,1510014771
20151,9kz,1510018025
20151,9kø,1510013643
20151,9nr,1510013678
20151,9kæ,1510013694
20151,9lr,1510019900
20151,9ls,1510019900
20151,9gp,1510013759
20151,9gq,1510013767
20151,9lt,1510013775
20151,163,1510013759
20151,162,1510013767
20151,161,1510013783
20151,17fb,1510086322
20151,8co,1510017908
20151,9lh,1510018149
20151,8cx,1510017878
20151,9io,1510018130
20151,8cp,1510017916
20151,9lg,1510018165
20151,8cv,1510017894
20151,8cr,1510017959
20151,9ip,1510018157
20151,8cq,1510017932
20151,9hf,1510005780
20151,9lf,1510018173
20151,8cu,1510017924
20151,8cs,1510017967
20151,8dd,1510017975
20151,9sv,1510019919
20151,9kc,1510019900
20151,8ct,1510017940
20151,9kd,1510019900
20151,9sx,1510019927
20151,9df,1510019870
20151,9sz,1510000967
20151,9sy,1510019935
20151,9ol,1510014798
20151,9ok,1510014828
20151,9hv,1510005934
20151,9oi,1510014844
20151,9is,1510019900
20151,9it,1510019900
20151,9iu,1510019900
20151,9iv,1510019900
20151,8ay,1510014046
20151,8bi,1510013929
20151,8bf,1510013791
20151,8bh,1510013945
20151,8bg,1510024335
20151,8an,1510024416
20151,8ao,1510024424
20151,8ap,1510024432
20151,8aq,1510024440
20151,8bx,1510024459
20151,8bæ,1510024440
20151,8ac,1510028780
20151,8ab,1510028764
20151,8cc,1510017681
20151,8bz,1510029159
20151,8ce,1510017746
20151,8cf,1510017754
20151,8bø,1510029167
20151,8ca,1510029175
20151,9hc,1510029132
20151,9sh,1510029140
20151,8ch,1510017797
20151,9hd,1510018084
20151,8ci,1510017800
20151,9sg,1510018076
20151,9læ,1510018106
20151,8cl,1510017843
20151,9le,1510018092
20151,8cm,1510017851
20151,9li,1510018122
20151,9in,1510018114
20151,19ez,1510035558
20151,19eæ,1510011640
20151,7000cb,0
20151,19gc,1510035566
20151,19eø,1510035574
20151,19ey,1510011659
20151,19er,1510011632
20151,19fø,1510035582
20151,18bc,1510035604
20151,18aq,1510035590
20151,18bd,1510035620
20151,18bf,1510035612
20151,18am,1510035639
20151,18al,1510035655
20151,18dp,1510130666
20151,18an,1510035647
20151,18ak,1510035671
20151,18bb,1510011705
20151,18av,1510035663
20151,18ba,1510011721
20151,18au,1510035698
20151,18ao,1510035701
20151,18az,1510011756
20151,18at,1510035728
20151,7000co,0
20151,188,1510149877
20151,23er,1510086357
20151,8dt,1510005861
20151,7fb,1510004407
20151,8dm,1510005713
20151,23a,1510004369
20151,8du,1510005772
20151,8ds,1510005853
20151,8dv,1510005764
20151,8dr,1510005845
20151,8dx,1510005756
20151,8dq,1510005810
20151,8dy,1510005748
20151,8dp,1510005802
20151,9ræ,1510005837
20151,8dl,1510005721
20151,8do,1510005799
20151,8dk,1510004385
20151,8dn,1510005705
20151,7000bf,0
20151,8dæ,1510006027
20151,8cø,1510017762
20151,8cæ,1510017789
20151,8da,1510017738
20151,8cz,1510017819
20151,8db,1510017703
20151,8bu,1510028977
20151,8dc,1510017673
20151,8cg,1510017770
20151,8bv,1510014038
20151,8ck,1510017827
20151,8cd,1510017711
20151,8cb,1510029183
20151,18dø,1510149834
20151,23eø,1510144748
20151,18bk,1510011691
20151,18be,1510011713
20151,18dq,1510144926
20151,18aæ,1510011748
20151,23ds,1510014976
20151,18a,1510014941
20151,18ar,1510011764
20151,23em,1510014968
20151,18aø,1510011780
20151,23dc,1510005918
20151,23dh,1510005969
20151,23dk,1510005985
20151,23di,1510005977
20151,18dr,1510144934
20151,18ds,1510144942
20151,18bh,1510011829
20151,9hn,1510014925
20151,9qb,1510005888
20151,9oe,1510014909
20151,9of,1510014887
20151,9ha,1510005829
20151,17eæ,1510086292
20151,9hy,1510005950
20151,9nn,1510014917
20151,9og,1510014860
20151,9lø,1510005993
20151,17es,1510011861
20151,9hx,1510005934
20151,8cy,1510017835
20151,8cn,1510017886
20151,19dx,1510062105
20151,19dv,1510062091
20151,19gy,1510062342
20151,19gx,1510021360
20151,22d,1510004350
20151,19dt,1510062075
20151,19da,1510015050
20151,7000gd,0
20151,19do,1510021360
20151,7000gn,0
20151,182f,1510148409
20151,19dr,1510015042
20151,19dk,1510021387
20151,19ds,1510021395
20151,19gæ,1510021395
20151,19gø,1510011640
20151,19di,1510015034
20151,23fd,1510086365
20151,7000fp,0
20151,23fe,1510149819
20151,19dl,1510015018
20151,19ex,1510011667
20151,19dq,1510015026
20151,19gz,1510015026
20151,23dn,1510014992
20151,18bm,1510086314
20151,23dp,1510014984
20151,18ag,1510011675
20151,23fg,1510148093
20151,18ct,1510124461
20151,18dx,1510124461
20151,19ga,1510016278
20151,7000be,0
20151,9sl,1510030254
20151,19gf,1510016308
20151,9mv,1510037852
20151,9af,1510030203
20151,19ck,1510016294
20151,9mo,1510030262
20151,9mx,1510037828
20151,9so,1510037836
20151,19cg,1510016251
20151,9mm,1510030270
20151,9my,1510030289
20151,19aø,1510016200
20151,9np,1510030297
20151,19aæ,1510016189
20151,9mn,1510030300
20151,9sc,1510030319
20151,9mz,1510030327
20151,19gi,1510086306
20151,19fæ,1510001637
20151,19ax,1510016162
20151,19fy,1510001629
20151,19l,1510038468
20151,18v,1510036627
20151,18t,1510036619
20151,18aa,1510036600
20151,18ac,1510036597
20151,18o,1510036570
20151,130a,1510002153
20151,121ax,1510031137
20151,121au,1510015379
20151,130b,1510002153
20151,9po,1510037984
20151,9re,1510030947
20151,9qr,1510038220
20151,9ps,1510038018
20151,9rf,1510030130
20151,9qs,1510038204
20151,9rg,1510030149
20151,9qi,1510030165
20151,9ql,1510038174
20151,9od,1510030157
20151,9pr,1510038034
20151,9pu,1510038131
20151,9ne,1510030173
20151,9ms,1510037941
20151,9nf,1510030181
20151,9pq,1510038050
20151,9tn,1510000819
20151,9pt,1510038107
20151,19gp,1510087523
20151,9pp,1510037887
20151,9mt,1510037917
20151,9ng,1510030238
20151,9nh,1510030246
20151,19cc,1510016375
20151,9qa,1510037860
20151,9ml,1510037895
20151,9tl,1510142559
20151,9ni,1510037844
20151,9mu,1510037879
20151,9rx,1510030211
20151,7000cm,0
20151,9kn,1510004210
20151,9hs,1510007449
20151,9kl,1510004210
20151,9on,1510004253
20151,9tt,1510007473
20151,9bt,1510007473
20151,9br,1510007473
20151,17ct,1510028055
20151,9km,1510004245
20151,9ak,1510004288
20151,9ts,1510007481
20151,9bs,1510007481
20151,9bq,1510007481
20151,9bi,1510007465
20151,9pø,1510004261
20151,9tr,1510007465
20151,9bl,1510007465
20151,9bh,1510007465
20151,17aø,1510028101
20151,17cp,1510028071
20151,9bv,1510004296
20151,9by,1510004296
20151,9to,1510000819
20151,9th,1510130984
20151,9nq,1510004318
20151,9ai,1510004334
20151,9at,1510004334
20151,9tq,1510004334
20151,9ah,1510004326
20151,9ae,1510007465
20151,17bq,1510028020
20151,17y,1510000185
20151,17dd,1510028063
20151,17co,1510028098
20151,17eu,1510028128
20151,17af,1510029841
20151,17ac,1510029876
20151,17fd,1510129897
20151,17bi,1510029892
20151,17db,1510030084
20151,17fe,1510133460
20151,17dv,1510027989
20151,17du,1510027970
20151,17ds,1510027962
20151,9if,1510004121
20151,9ig,1510004121
20151,9tv,1510004121
20151,9mq,1510037933
20151,17z,1510030106
20151,9an,1510004156
20151,9ik,1510004148
20151,9il,1510004148
20151,17ai,1510027946
20151,17df,1510027954
20151,9am,1510004172
20151,9as,1510004164
20151,17ak,1510028004
20151,17dg,1510027997
20151,9al,1510004202
20151,17cr,1510028012
20151,9oø,1510004180
20151,9pa,1510004180
20151,9om,1510004229
20151,9hø,1510004199
20151,9ia,1510004199
20151,9oo,1510004237
20151,17cs,1510028039
20151,17ba,1510028047
20151,9tu,1510004199
20151,9tz,1510004180
20151,9cx,1510149899
20151,9tx,1510004148
20151,9bk,1510030122
20151,9hu,1510149899
20151,9cv,1510007457
20151,9ct,1510007430
20151,9ir,1510007422
20151,9te,1510122132
20151,9cu,1510000819
20151,9c,1510000819
20151,9hq,1510007406
20151,9hr,1510007414
20151,9qp,1510034594
20151,9mf,1510008135
20151,9qk,1510008119
20151,9td,1510008127
20151,129c,1510146392
20151,9na,1510034713
20151,9mæ,1510008143
20151,9ub,1510145140
20151,9mø,1510008127
20151,154b,1510146392
20151,9me,1510008151
20151,9md,1510034667
20151,151b,1510146392
20151,9mc,1510034640
20151,155b,1510146392
20151,9rs,1510034764
20151,9rr,1510034748
20151,9rq,1510034721
20151,9rp,1510034705
20151,9ro,1510034691
20151,9rn,1510034683
20151,9rk,1510034675
20151,155k,1510034659
20151,9ri,1510034632
20151,9rh,1510034624
20151,9qu,1510038263
20151,9rm,1510034616
20151,9rl,1510034608
20151,9qt,1510038247
20151,155a,1510002226
20151,9tæ,1510000932
20151,9qq,1510000932
20151,9qh,1510010601
20151,9ar,1510030092
20151,176c,1510146392
20151,9hæ,1510010636
20151,156,1510146392
20151,17æ,1510030025
20151,17dr,1510030009
20151,17ø,1510029981
20151,9sm,1510010628
20151,9sn,1510010628
20151,17aa,1510029965
20151,9tø,1510010628
20151,17ab,1510029930
20151,17de,1510029949
20151,9ao,1510030041
20151,9ap,1510030076
20151,7000eæ,0
20151,9sæ,1510085911
20151,9sø,1510085911
20151,9ua,1510085911
20151,176a,1510146392
20151,9nm,1510030114
20151,17av,1510027938
20151,17as,1510027911
20151,9mg,1510008100
20151,9rb,1510034810
20151,9oz,1510016634
20151,9ra,1510034799
20151,152a,1510146392
20151,155c,1510119603
20151,157a,1510146392
20151,152b,1510087035
20151,152c,1510087043
20151,152d,1510087051
20151,152e,1510087078
20151,152k,1510087124
20151,152i,1510087116
20151,152h,1510087108
20151,152f,1510087086
20151,152g,1510087094
20151,129d,1510010644
20151,157b,1510087132
20151,154c,1510010652
20151,152l,1510087132
20151,151c,1510010660
20151,7000gm,0
20151,186b,1510062180
20151,185b,1510062164
20151,7000fø,0
20151,186a,1510062180
20151,185a,1510062164
20151,19dø,1510062156
20151,19dz,1510062121
20151,19dy,1510062113
20151,19dp,1510062342
20151,9nb,1510034756
20151,7000gl,0
20151,19db,1510141927
20151,20k,1510122167
20151,20m,1510123317
20151,20c,1510066917
20151,20l,1510122175
20151,7000eh,0
20151,20h,1510001688
20151,9mr,1510037968
20151,20g,1510066917
20151,20o,1510001645
20151,7000aø,0
20151,20n,1510142915
20151,20d,1510004342
20151,22t,1510142737
20151,22s,1510142729
20151,19gv,1510141927
20151,7000es,0
20151,19eb,1510056709
20151,21p,1510000339
20151,7000fh,0
20151,25g,1510144381
20151,22c,1510035159
20151,22b,1510026443
20151,25e,1510135277
20151,9rv,1510034802
20151,7000ei,0
20151,9rt,1510034772
20151,9mp,1510037909
20151,9ru,1510034780
20151,9qg,1510037925
20151,9qv,1510038301
20151,9qx,1510038298
20151,9qæ,1510038271
20151,9qy,1510038328
20151,9ry,1510038352
20151,9qz,1510038336
20151,9rz,1510038344
20151,9qø,1510016642
20151,9nd,1510037976
20151,9os,1510038255
20151,9nc,1510037992
20151,9or,1510038239
20151,9oq,1510038026
20151,9pi,1510038212
20151,9pb,1510038042
20151,9pc,1510038115
20151,9pd,1510038123
20151,23cn,1510034853
20151,9pe,1510038158
20151,9ph,1510038190
20151,23ea,1510034861
20151,9pf,1510038166
20151,9pg,1510038182
20151,22ø,1510088406
20151,21o,1510001483
20151,22aa,1510088406
20151,22z,1510000347
20151,7000ex,0
20151,22y,1510000347
20151,22æ,1510088406
20151,21r,1510149855
20151,20p,1510147321
20151,17a,1510001483
20151,17c,1510001483
20151,8ed,1510014690
20151,8a,1510004393
20151,20s,1510149863
20151,22e,1510000347
20151,7000fg,0
20151,20t,1510149864
20151,7000ep,0
20151,22v,1510142753
20151,22u,1510142745
20151,20e,1510001653
20151,20r,1510149863
20151,20q,1510147321
20151,20a,1510001645
20151,28q,1510001939
20151,28x,1510026044
20151,15as,1510035140
20151,28b,1510026052
20151,15æ,1510031560
20151,15ah,1510031579
20151,28c,1510026060
20151,15fh,1510088732
20151,15ck,1510031595
20151,28d,1510026079
20151,28e,1510026095
20151,15ap,1510031617
20151,15es,1510026087
20151,28f,1510026117
20151,15cy,1510031633
20151,28g,1510026133
20151,15c,1510026109
20151,15aq,1510031668
20151,28h,1510026168
20151,28i,1510026184
20151,15cb,1510026125
20151,15ca,1510036562
20151,15bø,1510036554
20151,28k,1510026206
20151,15bæ,1510036538
20151,28l,1510026222
20151,15br,1510026141
20151,28m,1510026249
20151,15bq,1510026176
20151,15bs,1510036546
20151,15ax,1510010563
20151,23eb,1510035043
20151,9rc,1510034829
20151,15bz,1510036503
20151,15df,1510018289
20151,23dr,1510010512
20151,15by,1510018297
20151,23cr,1510010504
20151,15ao,1510010555
20151,15eu,1510010547
20151,23dm,1510025285
20151,15u,1510010539
20151,23ac,1510035051
20151,15am,1510018300
20151,7000fa,0
20151,23ad,1510010474
20151,23da,1510035035
20151,23dd,1510025269
20151,23by,1510016561
20151,23bv,1510034993
20151,23bu,1510035000
20151,23cm,1510034950
20151,15eo,1510018327
20151,23cl,1510034985
20151,23co,1510035019
20151,23cp,1510035027
20151,23ef,1510025269
20151,15s,1510010482
20151,23ee,1510025242
20151,23du,1510034918
20151,23cv,1510034934
20151,25a,1510001645
20151,21m,1510001785
20151,21k,1510001769
20151,21q,1510149086
20151,22g,1510088406
20151,21n,1510000339
20151,21c,1510001645
20151,15al,1510010598
20151,15er,1510035094
20151,15ar,1510010571
20151,15ac,1510035108
20151,15cv,1510018203
20151,15ak,1510018238
20151,15cq,1510018254
20151,15r,1510018181
20151,15cr,1510018262
20151,15af,1510035116
20151,15cu,1510018211
20151,15ag,1510035124
20151,15cs,1510018270
20151,15ct,1510018246
20151,15fi,1510122159
20151,15ay,1510035132
20151,15z,1510031641
20151,15y,1510031625
20151,15en,1510031609
20151,15x,1510031587
20151,15ab,1510031676
20151,9qo,1510034837
20151,9qn,1510034845
20151,9qm,1630033305
20151,9oæ,1510000924
20151,9sd,1510034926
20151,23eg,1510034942
20151,23en,1510034969
20151,23eo,1510035086
20151,23bg,1510035078
20151,7000fu,0
20151,27l,1510001912
20151,21a,1510001483
20151,24b,1510001483
20151,27k,1510001483
20151,22a,1510001645
20151,120d,1510001483
20151,120c,1510001483
20151,7eg,1510029523
20151,120a,1510001483
20151,27h,1510001912
20151,130y,1510149847
20151,130x,1510002153
20151,121av,1510031269
20151,121d,1510031269
20151,10ef,1510031269
20152,1cs,1510002544
20152,9ap,1510007996
20152,9aa,1510008054
20152,1cr,1510002544
20152,9ao,1510008011
20152,1b,1510005349
20152,10o,1510135234
20152,9an,1510008046
20152,1as,1510005330
20152,7bs,1510007899
20152,1at,1510005322
20152,9am,1510008062
20152,1au,1510005314
20152,9ah,1510008097
20152,9al,1510008070
20152,9ak,1510008089
20152,1av,1510005268
20152,1aø,1510002544
20152,1ax,1510005306
20152,35,1510135064
20152,1ay,1510005292
20152,1az,1510005284
20152,1aæ,1510005276
20152,1z,1510005241
20152,7000n,0
20152,1ø,1510021670
20152,1a,1510149880
20152,34c,1510149839
20152,30,1510002870
20152,7bv,1510007945
20152,7bu,1510007929
20152,7br,1510007872
20152,8z,1510007902
20152,8æ,1510007856
20152,8y,1510007880
20152,8ø,1510007821
20152,8p,1510019048
20152,8x,1510007864
20152,8q,1510019064
20152,8aa,1510007805
20152,8ab,1510007783
20152,8r,1510019080
20152,8v,1510007848
20152,8u,1510007813
20152,8t,1510007791
20152,8s,1510007775
20152,8m,1510019110
20152,1aq,1510019145
20152,1ar,1510019137
20152,1l,1510019161
20152,34b,1510149838
20152,7000z,0
20152,34a,1510135056
20152,7bt,1510007910
20152,9aq,1510007961
20152,8ad,1510032265
20152,8ae,1510032281
20152,8af,1510032303
20152,8ag,1510032338
20152,1ad,1510032370
20152,5e,1510019323
20152,8ah,1510032346
20152,8ai,1510032354
20152,1ab,1510032397
20152,1bf,1510019315
20152,1an,1510019269
20152,7bp,1510019072
20152,7co,1510122310
20152,7i,1510019099
20152,1aa,1510032400
20152,8b,1510019102
20152,8k,1510019129
20152,8i,1510019153
20152,1k,1510019285
20152,8h,1510019196
20152,8g,1510019218
20152,8f,1510019234
20152,1y,1510019277
20152,8e,1510019250
20152,7d,1510018939
20152,1ap,1510019188
20152,7cb,1510018998
20152,8o,1510019013
20152,7cp,1510142818
20152,9ax,1510018831
20152,7bø,1510018912
20152,9e,1510018866
20152,9c,1510018815
20152,9n,1510018882
20152,10y,1510119492
20152,10g,1510119549
20152,10k,1510018726
20152,10x,1510018734
20152,7ca,1510005454
20152,9ay,1510005470
20152,9at,1510005462
20152,7ck,1510005438
20152,9au,1510005446
20152,9v,1510005411
20152,9x,1510005403
20152,9y,1510005381
20152,7by,1510007937
20152,9z,1510005373
20152,7ch,1510007953
20152,10c,1510018696
20152,10q,1510018696
20152,9æ,1510005365
20152,9ad,1510007988
20152,10i,1510135234
20152,9ø,1510005357
20152,9as,1510018807
20152,1bs,1510004458
20152,9ac,1510008003
20152,1cq,1510002544
20152,9ab,1510008038
20152,11l,1510023681
20152,11k,1510023711
20152,11f,1510023800
20152,11i,1510023746
20152,7bm,1510018858
20152,7a,1510002463
20152,7000r,0
20152,7s,1510023908
20152,11g,1510023827
20152,7000v,0
20152,11c,1510023991
20152,7bl,1510018823
20152,7bg,1510018718
20152,7bf,1510018742
20152,7cm,1510018777
20152,7bd,1510018769
20152,11b,1510004490
20152,7be,1510018793
20152,7t,1510019056
20152,10a,1510000005
20152,10m,1510018750
20152,10h,1510018785
20152,8an,1510032427
20152,8am,1510032435
20152,8al,1510032443
20152,8ak,1510032451
20152,7k,1510005624
20152,8ar,1510019390
20152,1ak,1510032478
20152,1ao,1510032362
20152,28b,1510005640
20152,1ai,1510000207
20152,25c,1510004520
20152,1ah,1510032486
20152,23b,1510019412
20152,1ac,1510032389
20152,1ag,1510032494
20152,1x,1510004512
20152,1bg,1510032516
20152,1af,1510032508
20152,1m,1510019307
20152,5ah,1510123252
20152,28a,1510024718
20152,5i,1510019412
20152,29,1510002862
20152,5f,1510129668
20152,5k,1510019412
20152,4g,1510019242
20152,7bh,1510018920
20152,6bk,1510019412
20152,4b,1510019390
20152,7000c,0
20152,7000d,0
20152,6n,1510077811
20152,6c,1510149862
20152,6g,1510019412
20152,6bl,1510019412
20152,34d,1510149840
20152,5v,1510019374
20152,5c,1510019404
20152,5u,1510019366
20152,5x,1510019331
20152,4h,1510019293
20152,7ap,1510018947
20152,7at,1510005497
20152,7bk,1510018890
20152,7ao,1510019005
20152,7bq,1510019021
20152,7cg,1510002781
20152,7bi,1510018904
20152,7ce,1510002773
20152,7av,1510005519
20152,7au,1510005497
20152,7ax,1510005527
20152,7ay,1510005535
20152,7az,1510005543
20152,7cc,1510018963
20152,7aæ,1510005578
20152,7cd,1510018955
20152,7aø,1510005586
20152,7ba,1510005594
20152,7cn,1510018971
20152,7bb,1510005608
20152,7bc,1510005616
20152,8c,1510032273
20152,8ap,1510032311
20152,8as,1510142540
20152,8l,1510032524
20152,8ao,1510032419
20152,8au,1510149484
20152,8a,1510149894
20152,2e,1510005640
20152,8d,1510004504
20152,11m,1510023665
20152,11h,1510023762
20152,11o,1510023851
20152,11e,1510023789
20152,7af,1510015476
20152,11a,1510023886
20152,7am,1510015581
20152,7ab,1510015611
20152,11d,1510023886
20152,7al,1510015565
20152,7aa,1510015603
20152,7ak,1510015549
20152,7ø,1510015573
20152,7ai,1510015433
20152,7æ,1510015557
20152,7ah,1510015514
20152,7z,1510015530
20152,7ag,1510015492
20152,7y,1510015522
20152,7x,1510015506
20152,7v,1510015484
20152,7u,1510015468
20152,7ae,1510015441
20152,7r,1510018874
20152,7n,1510005500
20152,7o,1510005489
20152,7cq,1510005632
20152,7m,1510005551
20152,7l,1510005632
20152,2c,1510005667
20152,1t,1510005667
20152,2g,1510005667
20152,1s,1510005659
20152,2f,1510005659
20152,1c,1510002455
20152,2b,1510002455
20152,1r,1510005640
20152,3f,1510024718
20152,15b,1510140580
20152,3h,1510002579
20152,15a,1510015379
20152,7000e,0
20152,3e,1510005667
20651,2b,1510086470
20651,7000m,0
20651,2aa,1650000757
20651,7000n,0
20651,2n,1510086403
20651,7000b,0
20651,13b,1510086594
20651,1a,1510086578
20651,1g,1510086497
20651,1i,1510086519
20651,9,1510086535
20651,8,1510086527
20651,7,1510086500
20651,2a,1510149927
20651,7000f,0
20651,2ag,1510086543
20651,1c,1510086470
20651,7000g,0
20651,2d,1510120407
20651,1t,1510086470
20651,2ac,1510136338
20651,2h,1510086489
20651,2f,1510086543
20651,10,1510086551
20651,2s,1510086543
20651,18e,1510002153
20651,4d,1510086624
20651,2ah,1510086543
20651,11,1510086608
20651,2g,1510086489
20651,4i,1510086586
20651,18d,1510002153
20651,4e,1510002153
20651,4h,1510002153
20651,18a,1510002153
20651,1k,1510129641
20651,6a,1510086616
20651,6c,1510129641
20651,5t,1510129641
20651,17,1510088295
20651,4k,1510086489
20651,7000o,0
20651,5h,1510121187
20651,7000d,0
20651,5l,1510086632
20651,5a,1510086640
20651,22,1510135072
20651,16a,1510088295
20651,15,1510086489
20651,16b,1510088295
20651,18c,1510002153
20651,7000i,0
20651,4c,1510086489
20651,4l,1510086489
20651,5u,1510129641
20651,5p,1510121195
20651,5i,1510121187
20651,7000k,0
20651,18b,1510002153
20651,2c,1510086489
20651,2ai,1650000757
20651,2l,1510086462
20651,2q,1510086454
20651,2p,1510086446
20651,2o,1510086438
20651,2k,1510086411
21751,15d,1510053939
21751,15f,1510043895
21751,3f,1510043798
21751,54b,1510120202
21751,7ku,1510121039
21751,6rq,1510059716
21751,6rr,1510059732
21751,7kb,1510120830
21751,7iy,1510120946
21751,7iz,1510120938
21751,7ka,1510120857
21751,7iæ,1510120903
21751,7iø,1510120873
21751,6rs,1510059759
21751,6rt,1510059775
21751,7kn,1510068537
21751,6tk,1510143423
21751,6tl,1510143431
21751,6tm,1510143458
21751,6tn,1510143466
21751,6to,1510143474
21751,6tq,1510143490
21751,6tp,1510143482
21751,7kx,1510143520
21751,7gø,1510043518
21751,15a,1510044484
21751,15e,1510043895
21751,8ma,1510048765
21751,8mb,1510048781
21751,54a,1510120202
21751,8lk,1510067212
21751,8ll,1510067220
21751,8lm,1510067239
21751,8ly,1510048706
21751,8lz,1510048714
21751,8læ,1510048722
21751,8lø,1510048749
21751,55,1510086764
21751,8mc,1510048811
21751,8md,1510048846
21751,8me,1510048862
21751,8mx,1510048730
21751,8mf,1510048870
21751,8mg,1510048889
21751,8mh,1510048897
21751,8mi,1510048900
21751,7kh,1510120709
21751,7ky,1510068537
21751,7kg,1510120725
21751,8b,1510052207
21751,7kf,1510120741
21751,6ts,1510143512
21751,7io,1510120822
21751,7in,1510120806
21751,7ke,1510120776
21751,7ix,1510120911
21751,7kd,1510120792
21751,7iv,1510120881
21751,7kc,1510120814
21751,6tr,1510143504
21751,7000aq,0
21751,11am,1510043836
21751,56e,1510122124
21751,7000ah,0
21751,7000ag,0
21751,46b,1510044530
21751,53c,1510120199
21751,57b,1510122124
21751,5e,1510043852
21751,56b,1510122124
21751,53d,1510120199
21751,9fu,1510055036
21751,9fv,1510055028
21751,9gk,1510065848
21751,9gæ,1510065759
21751,9gl,1510065821
21751,5d,1510052215
21751,9gm,1510065813
21751,9gø,1510065732
21751,9ha,1510065716
21751,9gn,1510065805
21751,53b,1510120199
21751,9lt,1510044026
21751,9go,1510065783
21751,9gp,1510065767
21751,9gq,1510065740
21751,9gr,1510065724
21751,46a,1510044530
21751,8lb,1510067077
21751,8la,1510067050
21751,8lc,1510067093
21751,8kø,1510067034
21751,8ld,1510067115
21751,8le,1510067131
21751,8lf,1510067166
21751,8nt,1510067069
21751,8ns,1510067042
21751,8lg,1510067182
21751,7000aa,0
21751,8lh,1510067190
21751,8nu,1510067085
21751,8nv,1510067107
21751,8nx,1510067123
21751,8li,1510067204
21751,5c,1510043836
21751,57a,1510122124
21751,56a,1510122124
21751,17at,1510149981
21751,17as,1510149974
21751,17f,1510051642
21751,17g,1510051669
21751,10dn,1510044085
21751,7000al,0
21751,9fs,1510055052
21751,9ft,1510055044
21751,56c,1510122124
21751,3cx,1510052215
21751,3h,1510052215
21751,18i,1510148468
21751,18h,1510148441
21751,53a,1510120199
21751,58,1510130747
21751,7000ao,0
21751,9e,1510136052
21751,52,1510120393
21751,18bc,1510148425
21751,18c,1510144802
21751,18b,1510144802
21751,18d,1510144845
21751,6nn,1510045340
21751,18g,1510148433
21751,20c,1510144845
21751,6f,1510043798
21751,62,1510001459
21751,18a,1510144845
21751,18bg,1510148964
21751,18bh,1510149149
21751,18az,1510148905
21751,18aæ,1510148913
21751,18aø,1510148921
21751,6lg,1510045308
21751,18ba,1510148948
21751,18bb,1510148956
21751,18as,1510148840
21751,18at,1510148859
21751,18au,1510148867
21751,18av,1510148875
21751,18ax,1510148883
21751,18am,1510148786
21751,18an,1510148794
21751,18ao,1510148808
21751,18ap,1510148816
21751,18aq,1510148824
21751,18ae,1510148700
21751,18bd,1510148425
21751,7000ac,0
21751,2ay,1510043682
21751,2cø,1510149975
21751,63,1510001572
21751,7000p,0
21751,18bl,1510149852
21751,18ay,1510148891
21751,18ar,1510148832
21751,18al,1510148778
21751,18æ,1510148646
21751,18t,1510148565
21751,18af,1510148719
21751,18n,1510148506
